pid,assessed_value
1871,297118.91
1872,241590.29
1873,205212.64
1874,179169.31
1875,150320.88
1876,441945.31
1877,234039.68
1878,226636
1879,439048.8
1880,333716.51
1881,409232.62
1882,759750.05
1883,254448.47
1884,113688.36
1885,291883.57
1886,305928.99
1887,247366.14
1888,96334.16
1889,169039.32
1890,125609.53
1891,30243.3
1892,27208.86
1893,242065.61
1894,191637.63
1895,310969.9
1896,161689.48
1897,576247.06
1898,152518.97
1899,395307.69
1900,572158.13
1901,293722.91
1902,233282.48
1903,273950.93
1904,247062.48
1905,585781.21
1906,187171.58
1907,116242.42
1908,107885.65
1909,214558.89
1910,123279.45
1911,247529.68
1912,164213.95
1913,61699.8
1914,284686
1915,114786.3
1916,210657.11
1917,84012.61
1918,486834.85
1919,221428.21
1920,238026.99
1921,101159.83
1922,136217.24
1923,349822.63
1924,98279.45
1925,521412.19
1926,520587.89
1927,247904.6
1928,153763.73
1929,211620.4
1930,124730.13
1931,619440.35
1932,32150.78
1933,60611.24
1934,89121.14
1935,243417.78
1936,206818.99
1937,99748.42
1938,209688.8
1939,274559.55
1940,1385225.69
1941,137450.27
1942,219227
1943,502546.91
1944,565606.09
1945,61775.22
1946,529242.53
1947,63233.43
1948,307995.74
1949,173728.08
1950,679377.48
1951,85674.35
1952,182263.34
1953,16580.72
1954,380877.86
1955,115110.67
1956,252936.35
1957,61420.58
1958,65852.14
1959,264821.34
1960,751743.47
1961,245454.7
1962,97323.15
1963,247028.79
1964,112596.73
1965,51066.75
1966,16853.11
1967,86419.95
1968,496035.97
1969,445548.75
1970,1317740.07
1971,560993.67
1972,291245.43
1973,322255.73
1974,194459
1975,778053.37
1976,382398.84
1977,174236.96
1978,281722.93
1979,29644.82
1980,279953.4
1981,480979.54
1982,32552.82
1983,93248.36
1984,31671.98
1985,176336.38
1986,135530.34
1987,265942.77
1988,145406.85
1989,852090.45
1990,439930.64
1991,214785.93
1992,96865.35
1993,264093.98
1994,55785.48
1995,438620.25
1996,303826.55
1997,116609.82
1998,179137.02
1999,125240.52
2000,971924.18
2001,341908.07
2002,54969.28
2003,137536.16
2004,168585.32
2005,247615.39
2006,324598.66
2007,43615.52
2008,234509.09
2009,405549.11
2010,312706.96
2011,207798.61
2012,214876.49
2013,56689
2014,242307.66
2015,238116.22
2016,993436.7
2017,1565302.82
2018,192299.64
2019,843245.83
2020,226045.63
2021,255816.13
2022,264414.03
2023,38602.39
2024,152052.2
2025,276618.76
2026,41382.02
2027,211893.23
2028,281396.15
2029,317186.1
2030,285717.39
2031,23362.52
2032,177936.82
2033,146415.7
2034,364346.46
2035,22088.04
2036,256344.87
2037,362280.39
2038,126689.63
2039,130239.1
2040,292528.13
2041,164782.79
2042,197693.53
2043,280686.69
2044,304823.77
2045,463186.07
2046,733116.71
2047,60175.19
2048,477784.36
2049,984381.15
2050,30663.77
2051,1070173.45
2052,83138.99
2053,378458.81
2054,166912.29
2055,148730.91
2056,401279.46
2057,234102.19
2058,44811.9
2059,198860.6
2060,252646.33
2061,239415.27
2062,182944.59
2063,87245.32
2064,353070.7
2065,120877.94
2066,231330.91
2067,173001.6
2068,239211.46
2069,142172.54
2070,287638.54
2071,285198.24
2072,1134515.44
2073,70408.5
2074,106289.95
2075,30792.07
2076,625656.43
2077,1278402.67
2078,138066.56
2079,127220.54
2080,371811.16
2081,206225.56
2082,276033.99
2083,709601.51
2084,177885.07
2085,164950.08
2086,745464.54
2087,285271.68
2088,61243.47
2089,288942.01
2090,537643.54
2091,231944.59
2092,571444.86
2093,289956.18
2094,24079.64
2095,106211.92
2096,362317.02
2097,387654.72
2098,207530.66
2099,545050.33
2100,263986.71
2101,256237.57
2102,129291.27
2103,418692.05
2104,501968.29
2105,145068.19
2106,361808.75
2107,328377.01
2108,26498.59
2109,251135.34
2110,267068.95
2111,17655.4
2112,255152.19
2113,288040.14
2114,573344.51
2115,249937.83
2116,56750.93
2117,253975.24
2118,234967.12
2119,206481
2120,239830.72
2121,382437.14
2122,216695.45
2123,144100.24
2124,85720.28
2125,144968.34
2126,439639.57
2127,168755.35
2128,43793.37
2129,387372.01
2130,151747.41
2131,1192093.34
2132,572324.03
2133,408102.39
2134,257339.09
2135,426355.15
2136,216115.53
2137,153405.31
2138,171275.11
2139,293766.05
2140,483590.17
2141,125187.98
2142,310576.61
2143,109829
2144,203035.88
2145,31929.77
2146,652684.58
2147,233445.17
2148,521021.98
2149,355754.7
2150,40322.57
2151,239256.87
2152,182476.04
2153,225775.03
2154,393110.66
2155,81570.91
2156,761328.32
2157,115270.62
2158,291602.84
2159,541105.36
2160,280415.93
2161,79864.51
2162,664594.18
2163,204572.12
2164,157099.09
2165,59312.3
2166,680719.32
2167,245062.46
2168,122784.89
2169,246243.42
2170,198070.77
2171,114822.21
2172,401969.66
2173,223863.41
2174,256429.95
2175,220182.65
2176,232182.72
2177,323050.53
2178,279040.73
2179,559612.39
2180,273476.63
2181,171827.43
2182,179711.61
2183,447130.09
2184,302026.75
2185,19588.91
2186,387549
2187,1074513.64
2188,187328.19
2189,158706.15
2190,191230.7
2191,171151.66
2192,77391.84
2193,445232.31
2194,148962.43
2195,908003.65
2196,296069.24
2197,200376.32
2198,175831.93
2199,244388.43
2200,307593.89
2201,67886.55
2202,171515.38
2203,165616.84
2204,93996.75
2205,869849.06
2206,57889.18
2207,47609.94
2208,132556.16
2209,102017.42
2210,704261.34
2211,183519.32
2212,250636.72
2213,258366.74
2214,90672.6
2215,45139.55
2216,920137.9
2217,278338.54
2218,305060.5
2219,254243.75
2220,314433.64
2221,261983.81
2222,444485.63
2223,42411.11
2224,64543.28
2225,1038951.48
2226,82009.51
2227,423873.98
2228,61492.2
2229,255638.83
2230,150629.7
2231,287050.2
2232,302363.94
2233,174395.56
2234,725190.9
2235,307544.9
2236,560246.23
2237,189608.49
2238,702187.7
2239,269946.63
2240,41679.63
2241,367077.67
2242,307768.77
2243,833767.54
2244,114250.28
2245,1337713.02
2246,175245
2247,530045.15
2248,99658.95
2249,278994.96
2250,677938.07
2251,434539.99
2252,89520.3
2253,108311.21
2254,85274.6
2255,264136.54
2256,882480.24
2257,18497.27
2258,418344.01
2259,202369.15
2260,53828.66
2261,298835.31
2262,319772.62
2263,218189.34
2264,1408873.99
2265,1696611.98
2266,77891.72
2267,52270.69
2268,854355.78
2269,268567.7
2270,317331.33
2271,117475.88
2272,294482.16
2273,30274
2274,250376.55
2275,361055.95
2276,202635.08
2277,150245.92
2278,1432875.45
2279,170837.75
2280,170958.03
2281,87395.46
2282,1124171.76
2283,587499.88
2284,280293.21
2285,524790.51
2286,51460.26
2287,366675.66
2288,54832.16
2289,293341.36
2290,400705.45
2291,303797
2292,98897.63
2293,174320.56
2294,293092.2
2295,275638.88
2296,382579.04
2297,218869.78
2298,257905.65
2299,167553.42
2300,106732.92
2301,153143.08
2302,182318.1
2303,600632.44
2304,181657.71
2305,14859.73
2306,534999.73
2307,396380.56
2308,106194.7
2309,48714.07
2310,617579.36
2311,101287.44
2312,151533.81
2313,165905.82
2314,227050.71
2315,159864.28
2316,671980.1
2317,175534.87
2318,197362.36
2319,268969.35
2320,159959.74
2321,396911.28
2322,116010.84
2323,442706.72
2324,226874.74
2325,117047.02
2326,145860.18
2327,72774.42
2328,150568.94
2329,385250.31
2330,529950.13
2331,79226.53
2332,331615.97
2333,91333.83
2334,1230525.76
2335,289548.04
2336,81972.76
2337,352461.77
2338,334764.26
2339,432299.28
2340,234772.47
2341,1550018.62
2342,222781.49
2343,275292.11
2344,465375.13
2345,296885.8
2346,150076.36
2347,217285.85
2348,397278.61
2349,107364.14
2350,138772.67
2351,106388.52
2352,65094.93
2353,253518.6
2354,233454.97
2355,39223.16
2356,171630.41
2357,190544.57
2358,211345.3
2359,373139.68
2360,85990.73
2361,276834.37
2362,233904.02
2363,743294.39
2364,24443.42
2365,249794.14
2366,998453.58
2367,472032.05
2368,158957.44
2369,542767.48
2370,94270.83
2371,184977.38
2372,179501.62
2373,18635.77
2374,151338.7
2375,180436.49
2376,283848.04
2377,86222.71
2378,252296.73
2379,1294228.46
2380,148133.69
2381,191615.16
2382,136774.24
2383,309368.14
2384,261200.21
2385,101063.59
2386,218436.05
2387,127054.79
2388,102886.9
2389,84081.87
2390,81220.04
2391,457678.47
2392,338852.52
2393,37861.06
2394,320018.2
2395,348671.55
2396,372389.94
2397,234584.02
2398,278546.73
2399,756676.21
2400,378942.4
2401,337550.77
2402,90402.08
2403,630882.31
2404,310806.54
2405,192705.91
2406,144057.78
2407,41420.52
2408,1046275.57
2409,577582.36
2410,317263.25
2411,468433.71
2412,197781.4
2413,310244.46
2414,407796.21
2415,372141.07
2416,181748.17
2417,98851.81
2418,580665.82
2419,247617.51
2420,431320.83
2421,349748.91
2422,460164.82
2423,220153.68
2424,269755.67
2425,331665.63
2426,507151.09
2427,346436.9
2428,411668.92
2429,310293.58
2430,337691.48
2431,345293.34
2432,162671.93
2433,405688.36
2434,521284.41
2435,209970.16
2436,280886.99
2437,189231.66
2438,112126.31
2439,159480.24
2440,39534.93
2441,101728
2442,225900.38
2443,255342.79
2444,89903.34
2445,180705.13
2446,209934.92
2447,362059.34
2448,320582.09
2449,513670.26
2450,207622.31
2451,43997.24
2452,712592.17
2453,201665.56
2454,181791.16
2455,244753.92
2456,556518.64
2457,169841.78
2458,158371.4
2459,199007.63
2460,189836.83
2461,371901.59
2462,174225.16
2463,113170.74
2464,373651.39
2465,156281.11
2466,80080.73
2467,316792.81
2468,391382.43
2469,196966.56
2470,369018.33
2471,844165.51
2472,117208.09
2473,180780.46
2474,175635.17
2475,432601.58
2476,555006.51
2477,55871.25
2478,424999.65
2479,75692.63
2480,102391.61
2481,653463.73
2482,108901.17
2483,157956.9
2484,290944.5
2485,183374.46
2486,257695.93
2487,34356.34
2488,106058.78
2489,178481.69
2490,132758.7
2491,984736.07
2492,35762.3
2493,764028.23
2494,442173.39
2495,514274.14
2496,592623.48
2497,333451.19
2498,269044.52
2499,707377.89
2500,83172.61
2501,39662.09
2502,209068.4
2503,621963.23
2504,146878.05
2505,163967.48
2506,303043.21
2507,262785.04
2508,441890.1
2509,174426.16
2510,199441.2
2511,293859.08
2512,184206.85
2513,899798.07
2514,236702.96
2515,473653.17
2516,131483.34
2517,64781.75
2518,278963.84
2519,160359.62
2520,194129.55
2521,319969.38
2522,274931.09
2523,288942.28
2524,392536.36
2525,132682.63
2526,187755.11
2527,26951.18
2528,848604.16
2529,537678.92
2530,177626.04
2531,60325.39
2532,256201.89
2533,173516.3
2534,166781.49
2535,296083.36
2536,17080.05
2537,507175.76
2538,375899.87
2539,133510.6
2540,445278.17
2541,385690.34
2542,79007.34
2543,300715.88
2544,420704.13
2545,208128.24
2546,458018.62
2547,147962.14
2548,108637.69
2549,299957.71
2550,423867.51
2551,926165
2552,284958.45
2553,292264.89
2554,608253.48
2555,240438.75
2556,305746.11
2557,297984.68
2558,249843.22
2559,236379.25
2560,213556.56
2561,140026.83
2562,51891.82
2563,351382.76
2564,1067722.75
2565,108599.26
2566,309362.24
2567,321842.03
2568,319558.91
2569,397604.96
2570,76038.03
2571,126104.88
2572,189920.67
2573,233823.5
2574,220665.93
2575,364679.49
2576,68602.06
2577,204275.2
2578,66782.2
2579,651816.84
2580,287118.64
2581,221927.77
2582,361053.2
2583,344862.88
2584,107791.65
2585,71709.6
2586,289888.16
2587,220366.88
2588,164660.42
2589,115039.12
2590,103802.1
2591,156825.31
2592,268072.04
2593,37857.59
2594,41854.33
2595,271894.47
2596,400384.58
2597,286113.85
2598,204589.09
2599,255256.6
2600,414861.67
2601,225222.13
2602,495241.87
2603,267886.25
2604,255050.26
2605,174934.09
2606,200598.88
2607,296154.8
2608,180386.43
2609,835193.65
2610,224611.03
2611,909446.58
2612,273785.34
2613,396350.7
2614,1087267.8
2615,131175.36
2616,108579.17
2617,180484.16
2618,285250.74
2619,298038.4
2620,158670.13
2621,72763.88
2622,323178.72
2623,133535.05
2624,50481.24
2625,243969.27
2626,202181.07
2627,197135.87
2628,68689.85
2629,243329.81
2630,256350
2631,238626.8
2632,250800.74
2633,71676.44
2634,125113.74
2635,592684.52
2636,306301.2
2637,388975.3
2638,1280489.17
2639,432847.53
2640,203826.07
2641,202708.72
2642,165093.92
2643,276552.81
2644,363623.75
2645,417632.47
2646,41943.92
2647,80212.96
2648,46058.17
2649,514962.21
2650,52703.22
2651,250967.27
2652,51666.74
2653,77013.62
2654,624783.51
2655,280580.71
2656,161850.7
2657,221540.16
2658,1242669.03
2659,224771.53
2660,198420.72
2661,86784.18
2662,174489.55
2663,232719.63
2664,1169566.97
2665,193002.02
2666,248752.9
2667,368767.15
2668,197474.57
2669,120311.53
2670,353406.9
2671,230278.99
2672,221914.64
2673,9949.95
2674,39475.44
2675,304357.84
2676,432896.66
2677,414385.98
2678,173642.44
2679,87668.43
2680,156615.31
2681,157837.34
2682,161753.8
2683,132275.31
2684,353010.43
2685,203821.21
2686,264223.21
2687,151224.29
2688,502746.8
2689,506403.43
2690,532899.22
2691,196812.02
2692,134052.19
2693,219088.01
2694,170099.51
2695,237864.51
2696,264128.73
2697,28320.3
2698,268873.69
2699,441334.6
2700,144779.47
2701,332655.54
2702,97092.69
2703,1097209.14
2704,299313.62
2705,355115.07
2706,278442.62
2707,992269.23
2708,332003.29
2709,1017173.85
2710,63846.78
2711,116477.12
2712,214234
2713,191350.37
2714,172611.19
2715,1113404.09
2716,229975.47
2717,347409.93
2718,311111.69
2719,304749.65
2720,183144.29
2721,147226.27
2722,233507.07
2723,74653.49
2724,238530.1
2725,79468.53
2726,598070.03
2727,338933.96
2728,315548.42
2729,330313.67
2730,188348.55
2731,626840.15
2732,714417.14
2733,231897.03
2734,261874.15
2735,468904.81
2736,141607.32
2737,286655.44
2738,192370.25
2739,482630.93
2740,260496.95
2741,302086.09
2742,236345.66
2743,680668.04
2744,958558.36
2745,239954.72
2746,306961.5
2747,59887.79
2748,218371.48
2749,140816.54
2750,232258.24
2751,334656.37
2752,126188.49
2753,332903.72
2754,388770.96
2755,195064.32
2756,222369.28
2757,369153.15
2758,208642.16
2759,233555.4
2760,1179805.03
2761,920336.23
2762,232720.3
2763,187251.74
2764,692160.86
2765,239711.13
2766,141400.71
2767,1018767.92
2768,448886.53
2769,80392.55
2770,189236.54
2771,294720.41
2772,193013.62
2773,251528.19
2774,116125.3
2775,173413.57
2776,119512.86
2777,676448.8
2778,108099.56
2779,75991.2
2780,1387789.58
2781,25657.83
2782,449713.93
2783,87068.6
2784,77989.24
2785,320283.22
2786,287771.89
2787,132232.17
2788,663509.36
2789,68684.42
2790,211093.31
2791,135967.4
2792,86138.88
2793,211665.01
2794,68597.81
2795,384509.6
2796,352386.15
2797,436159.62
2798,68881.47
2799,188811.11
2800,297408.92
2801,44198.89
2802,1445514.94
2803,609138.16
2804,366677.41
2805,222785.11
2806,255888.85
2807,343278.34
2808,1333074.83
2809,102702.7
2810,309076.2
2811,142366.96
2812,187203.17
2813,311194.78
2814,129407.11
2815,494674.96
2816,57828.59
2817,171942.67
2818,211015.21
2819,300318.65
2820,623519.23
2821,365915.17
2822,109421.06
2823,316253.38
2824,60017.58
2825,246053.04
2826,414377.68
2827,161203.1
2828,253121.44
2829,414767.12
2830,99398.59
2831,54817.15
2832,173487.51
2833,397915.25
2834,141306.62
2835,127559.61
2836,573479.04
2837,210145.64
2838,228030.24
2839,302208.84
2840,89347.93
2841,227691.68
2842,405647.36
2843,1360846.07
2844,771996.3
2845,348392.01
2846,566733.48
2847,126457.74
2848,38372.18
2849,97042.79
2850,227345.6
2851,319312.76
2852,909446.58
2853,178121.71
2854,685093.89
2855,712562.95
2856,316573.54
2857,17815.24
2858,72469.76
2859,124347.22
2860,336839.77
2861,167512.52
2862,198835.76
2863,367074.87
2864,424634.22
2865,153554.9
2866,413868.61
2867,913351.8
2868,127778.04
2869,173056.22
2870,361850.85
2871,217864.35
2872,73417.14
2873,394501.74
2874,301257.24
2875,1052269.53
2876,280977.82
2877,489905.51
2878,152250.7
2879,129207.83
2880,478235.21
2881,70888.42
2882,88386.02
2883,76288.62
2884,353272.45
2885,305066.02
2886,43500.33
2887,63966.96
2888,626685.34
2889,215968.42
2890,72839.9
2891,94414.33
2892,143991.71
2893,379492.47
2894,271268.47
2895,85553.76
2896,350750.65
2897,472136.05
2898,104729.73
2899,174527.49
2900,135978.42
2901,58420.65
2902,179081.33
2903,274145.37
2904,317798.94
2905,183459.47
2906,351863.63
2907,58568.82
2908,387556.03
2909,266541.23
2910,247333.12
2911,73675.04
2912,139817.6
2913,996614.67
2914,323452.22
2915,47113.1
2916,334904.76
2917,301474.23
2918,179540.48
2919,555722.57
2920,224865.44
2921,232618.01
2922,39734.17
2923,296431.72
2924,141952.24
2925,71994.86
2926,294787.87
2927,232511.99
2928,184672.27
2929,325154.49
2930,457230.43
2931,55601.76
2932,56205.74
2933,266312.56
2934,228599.41
2935,221408.78
2936,1149947.56
2937,129646.75
2938,336442.96
2939,411868.01
2940,75284.08
2941,106869.61
2942,196438.11
2943,89126.41
2944,271217.25
2945,81559.86
2946,190959.34
2947,278438.37
2948,451684.23
2949,293770.53
2950,230947.58
2951,270090.06
2952,91678.97
2953,1257594.23
2954,414889.76
2955,274140.93
2956,843660.09
2957,65608.98
2958,108859.01
2959,100310.39
2960,92615.04
2961,1059169.19
2962,487697.32
2963,824170.95
2964,65530.63
2965,296339.57
2966,152417.34
2967,162954.52
2968,73491.82
2969,241853.09
2970,325616.54
2971,186511.22
2972,180920.85
2973,48973.66
2974,108316.89
2975,515875
2976,543785.57
2977,229392.59
2978,534398.52
2979,110535.76
2980,277620.91
2981,711755.42
2982,62153.72
2983,39385.35
2984,367189.71
2985,59634.8
2986,70426.5
2987,589283.16
2988,155304.52
2989,51279.92
2990,308001.32
2991,239553.45
2992,190700.18
2993,194325.52
2994,165979.25
2995,170824.71
2996,66526.98
2997,739592.05
2998,83754.38
2999,375941.46
3000,27126.76
3001,82410.92
3002,268980.12
3003,650540.66
3004,95509.4
3005,209911.09
3006,793886.53
3007,307593.01
3008,192534.52
3009,269075.57
3010,190004.55
3011,60723.77
3012,1187713.09
3013,257139.64
3014,246515.04
3015,337913.44
3016,229152.73
3017,108069.77
3018,39269.94
3019,31197.73
3020,134280.84
3021,270959.49
3022,721531.94
3023,181105.74
3024,219454.17
3025,225276.48
3026,44599.7
3027,131299.01
3028,202018.01
3029,233707.58
3030,703435.71
3031,339272.23
3032,229277.11
3033,295383.35
3034,335853.1
3035,141843.44
3036,167608.56
3037,244972.03
3038,1557721.45
3039,272730.95
3040,221797.64
3041,86552.58
3042,205432.93
3043,237447.26
3044,871223.05
3045,572039.73
3046,189979.54
3047,146854.52
3048,242204.39
3049,676123.75
3050,69517.58
3051,249019.93
3052,394483.68
3053,22292.63
3054,238568.32
3055,351739.83
3056,298094.68
3057,218607.36
3058,1367747.06
3059,631999.37
3060,1018773.75
3061,81766.94
3062,33855
3063,164310.45
3064,41693.23
3065,40913.8
3066,1072881.46
3067,234802.03
3068,195186.95
3069,50436.54
3070,1491723.41
3071,363049.6
3072,901126.55
3073,418873.77
3074,367813.21
3075,107132.68
3076,185322.05
3077,29397.27
3078,48993.42
3079,644667.91
3080,132961.05
3081,286995.72
3082,179548.87
3083,641876
3084,127138.67
3085,434503.53
3086,72364.92
3087,159254.39
3088,17866.16
3089,17173.1
3090,105962.03
3091,31448.06
3092,531054.56
3093,352476.56
3094,243217.06
3095,324537.68
3096,475651.23
3097,376367.27
3098,143197.86
3099,357013.59
3100,38768.15
3101,357821.77
3102,596476.84
3103,272856.35
3104,313998.23
3105,78228.13
3106,481035.05
3107,194355.73
3108,37791.4
3109,62615.33
3110,330313.67
3111,210942.18
3112,275186.59
3113,608511.67
3114,165723.65
3115,238664.35
3116,159174.67
3117,1502660.56
3118,182015.98
3119,279379.7
3120,609056.25
3121,288186.05
3122,141357.43
3123,783806.56
3124,253735.32
3125,262379.61
3126,492736.54
3127,426248.22
3128,384364.79
3129,477096.37
3130,73952.4
3131,1370171.45
3132,34943
3133,209914.5
3134,369993.04
3135,194239.92
3136,96467.29
3137,519932.46
3138,23543.74
3139,236920.67
3140,330984.07
3141,80017.14
3142,554916
3143,456500.2
3144,386140.09
3145,275820.85
3146,29698.96
3147,228769.3
3148,376143.01
3149,1371032.83
3150,526422.6
3151,68557.72
3152,57698.36
3153,430394.66
3154,296769.17
3155,778689.53
3156,277886.86
3157,219182.68
3158,163015.61
3159,311925.11
3160,285265.97
3161,415099.52
3162,357894.12
3163,719677.82
3164,290115.22
3165,190718.92
3166,136998.65
3167,79046.38
3168,1456589.68
3169,49563.33
3170,83448.94
3171,133285.8
3172,160797.44
3173,294918.63
3174,402643.38
3175,82787.77
3176,205073.54
3177,549559.44
3178,114733.44
3179,68922.67
3180,1270609.14
3181,183845.14
3182,618998.04
3183,113134.05
3184,246646.26
3185,209767.41
3186,152097.16
3187,183639.42
3188,117878.77
3189,247028.79
3190,191364.42
3191,82369.99
3192,431298.61
3193,180583.33
3194,311705.65
3195,164460.16
3196,310988.29
3197,430995.17
3198,659388.94
3199,349056.82
3200,69057.02
3201,454815.45
3202,799312.26
3203,93752.16
3204,162727.01
3205,1028857.8
3206,879541.23
3207,263892.06
3208,17677.88
3209,297167.93
3210,104017.93
3211,182914.58
3212,778948.75
3213,458294.32
3214,270706.89
3215,1444896.1
3216,168122.76
3217,104092.36
3218,146524.09
3219,63128.46
3220,412703.53
3221,123235.95
3222,177671.95
3223,251181.57
3224,181995.85
3225,152970.69
3226,230153.85
3227,136994.86
3228,248445.17
3229,50854.08
3230,29051.79
3231,232376.55
3232,275485.41
3233,132967.77
3234,122531.64
3235,260265.03
3236,249945.22
3237,309040.53
3238,174577.93
3239,534033.23
3240,26251.81
3241,496627.17
3242,49293.04
3243,355979.03
3244,40243.78
3245,78565.24
3246,36725.71
3247,132767.94
3248,111860.8
3249,347760.64
3250,87976.56
3251,344114.16
3252,221816.89
3253,182213.46
3254,159348.43
3255,238924.42
3256,862169.98
3257,375892.7
3258,275310.49
3259,402556.61
3260,58703.42
3261,220223.18
3262,64614.42
3263,812297.67
3264,57693.74
3265,544680.88
3266,221957.82
3267,111360.74
3268,297989.51
3269,141770.55
3270,99319.56
3271,295583.14
3272,105947.58
3273,221331.3
3274,244900.32
3275,45456.76
3276,272000.8
3277,438994.37
3278,92484.68
3279,203858.92
3280,321062.44
3281,298358.33
3282,432433.7
3283,314100.36
3284,342186.64
3285,137352.91
3286,468391.28
3287,843012.65
3288,146625.44
3289,321789.85
3290,558132.3
3291,250354.11
3292,187608.52
3293,35481.56
3294,330967.97
3295,720285.48
3296,38351.29
3297,1572496.63
3298,223843.56
3299,244456.26
3300,225097.8
3301,478610.72
3302,263423.12
3303,426083.62
3304,453374.24
3305,98049.62
3306,1197039.86
3307,148145.55
3308,484154.07
3309,452040.17
3310,233801.87
3311,101676.41
3312,161749.79
3313,179134.46
3314,86611.54
3315,54840.26
3316,317562.32
3317,336686.57
3318,271854.28
3319,257834.33
3320,191408.04
3321,127444.46
3322,51734.98
3323,873895.88
3324,803311.26
3325,497665.96
3326,185082.72
3327,40461.21
3328,88079.65
3329,807415.73
3330,377843.21
3331,27089.24
3332,166483.85
3333,212127.37
3334,423034.8
3335,134998.87
3336,66784.43
3337,289085.06
3338,30395.01
3339,431236.51
3340,191474.68
3341,127663.91
3342,579080.34
3343,440881.95
3344,46984.28
3345,637083.17
3346,150207.24
3347,97632.99
3348,213724.24
3349,198121.02
3350,49713.73
3351,1384670.95
3352,447930.34
3353,456903.51
3354,770907.45
3355,46899.89
3356,216064.21
3357,134377.69
3358,167911.09
3359,917958.98
3360,128276.92
3361,197379.11
3362,205364.17
3363,295029.18
3364,395592.05
3365,735907.44
3366,258618.68
3367,965384.76
3368,162964.16
3369,193865.54
3370,226278.57
3371,386311.36
3372,120474.91
3373,324513.54
3374,242894.4
3375,72022.26
3376,337169.84
3377,143110.76
3378,299963.15
3379,57394.33
3380,480119.79
3381,77245.25
3382,104482.62
3383,92578.22
3384,315045.06
3385,222363.98
3386,231394.45
3387,371485.79
3388,768732.14
3389,108310.48
3390,33715.13
3391,304779.59
3392,358614.34
3393,534152.42
3394,171505.24
3395,542735.39
3396,19374.62
3397,152236.33
3398,339860.96
3399,384047.48
3400,781998.21
3401,182401.4
3402,63965.56
3403,195973.88
3404,232531.28
3405,114641.67
3406,600866.19
3407,366577.76
3408,1258666.89
3409,592530.23
3410,285156.63
3411,142042.7
3412,218238.45
3413,313977.87
3414,281410.64
3415,551390.02
3416,279968.08
3417,348673.55
3418,432959
3419,644005.49
3420,75797.95
3421,25148.8
3422,404750.07
3423,163516.5
3424,626358.51
3425,527684.22
3426,146224.94
3427,535959.79
3428,379655.01
3429,636611.87
3430,769789.29
3431,296609.59
3432,201726.92
3433,71715.89
3434,328351.96
3435,403838.6
3436,57850.05
3437,52189.2
3438,316158.69
3439,198543.19
3440,54062.07
3441,128779.35
3442,334169.38
3443,246533.85
3444,53001.25
3445,311459.62
3446,445746.38
3447,408476.58
3448,358433.12
3449,314778.38
3450,166754.14
3451,243195.72
3452,225902.54
3453,355763.52
3454,702447.57
3455,415480.92
3456,224449.79
3457,259344.07
3458,691848.7
3459,793959.21
3460,86908.91
3461,392548.34
3462,49476.91
3463,281099.5
3464,211573.79
3465,1073952.23
3466,237772.21
3467,222130.83
3468,349604.18
3469,231144.78
3470,764483.76
3471,363276.45
3472,214477.06
3473,282996.35
3474,63307.64
3475,87782.63
3476,275668.06
3477,334256.71
3478,405897.73
3479,546727.71
3480,307600.05
3481,397611.03
3482,365181.34
3483,204792.11
3484,363615.08
3485,236684.9
3486,182084.04
3487,294202.3
3488,400067.78
3489,201807.54
3490,220303.21
3491,844420.75
3492,29646.63
3493,364883.35
3494,576261.89
3495,680227.42
3496,1324214.07
3497,55628.22
3498,862716.93
3499,172439.25
3500,19321.63
3501,171579.84
3502,192887.94
3503,94774.01
3504,363742.72
3505,102930.38
3506,467480.91
3507,420876.69
3508,290098.35
3509,195953.51
3510,507743.92
3511,560207.23
3512,100797.25
3513,43580.85
3514,164297.91
3515,32837.53
3516,311558.25
3517,477503.31
3518,80189.79
3519,121723.34
3520,181978.49
3521,126915.04
3522,719912.58
3523,234029.42
3524,94370.49
3525,519863.05
3526,178528.5
3527,237716.2
3528,282896.51
3529,46384.45
3530,319840.02
3531,189201.35
3532,888550.43
3533,355685.49
3534,38483.99
3535,291844.32
3536,238206.84
3537,18098.39
3538,58100.73
3539,130343.97
3540,436299.82
3541,352241.34
3542,487559.67
3543,268177.14
3544,269402.17
3545,101450.53
3546,182321.23
3547,159229.48
3548,301006.82
3549,218498.14
3550,34839.35
3551,308182.31
3552,316524.64
3553,29860.7
3554,664773.57
3555,430123.44
3556,305075.33
3557,1149219.6
3558,269515.24
3559,190219.03
3560,608649.22
3561,201392.84
3562,372905.24
3563,74127.44
3564,1421598.63
3565,158537.63
3566,269688.79
3567,1015973.63
3568,157242.83
3569,273815.37
3570,735586.08
3571,387817.05
3572,131093.57
3573,302565.57
3574,398929.76
3575,226165.95
3576,1196016.29
3577,88211.29
3578,88267.17
3579,98985.95
3580,17600.26
3581,52186.01
3582,316138.79
3583,201647.48
3584,113805.73
3585,204984.38
3586,107507.48
3587,480201.76
3588,319109.11
3589,209302.81
3590,206489.86
3591,497662.64
3592,208105.01
3593,109870.07
3594,147460.65
3595,273716.94
3596,181616.14
3597,370439.67
3598,295850.21
3599,134396.02
3600,165928.76
3601,185295.54
3602,729717.64
3603,170884.19
3604,590831.21
3605,199420.85
3606,29644.6
3607,424055.11
3608,10481.68
3609,33512.63
3610,522466.44
3611,621322.36
3612,279547.34
3613,458946.44
3614,90210.37
3615,104028.64
3616,58110.37
